cycleId,launchOrder,pipelineLaneId,mode,graceSku,websiteSku,family,productGroupSlug,productGroupDisplayName,applicator,capacityMl,color,bestReferenceCandidatePath,absoluteReferencePath,expectedCanonicalFilename
cycle-01,1,grid-card-2000x2200,cap-on,GB-CYL-CLR-100ML-AST-BLK,GBCyl100AnSpTslBlk,Cylinder,cylinder-100ml-clear-18-415-antiquespray-tassel,100 ml Clear Cylinder Vintage Bulb Spray Bottle with Tassel,Vintage Bulb Sprayer with Tassel,100,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/cylinder/cylinder-100ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-CYL-CLR-100ML-AST-BLK.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/cylinder/cylinder-100ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-CYL-CLR-100ML-AST-BLK.png,GB-CYL-CLR-100ML-AST-BLK__GBCyl100AnSpTslBlk__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-DVA-CLR-100ML-AST-BLK,GBDiva100AnSpTslBlk,Diva,diva-100ml-clear-18-415-antiquespray-tassel,100 ml Clear Diva Vintage Bulb Spray Bottle with Tassel,Vintage Bulb Sprayer with Tassel,100,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/diva/diva-100ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-DVA-CLR-100ML-AST-BLK.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/diva/diva-100ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-DVA-CLR-100ML-AST-BLK.png,GB-DVA-CLR-100ML-AST-BLK__GBDiva100AnSpTslBlk__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-DMD-CLR-60ML-AST-BLK,GBDmnd2ozAnSpTslBlk,Diamond,diamond-60ml-clear-18-415-antiquespray-tassel,60 ml Clear Diamond Vintage Bulb Spray Bottle with Tassel,Vintage Bulb Sprayer with Tassel,60,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/diamond/diamond-60ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-DMD-CLR-60ML-AST-BLK.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/diamond/diamond-60ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-DMD-CLR-60ML-AST-BLK.png,GB-DMD-CLR-60ML-AST-BLK__GBDmnd2ozAnSpTslBlk__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-VIA-AMB-1ML-WHT-T,GB1mlAmbVialWht,Vial,vial-1ml-amber-Plug,1 ml Amber Vial Bottle with Cap,,1,Amber,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/vial/vial-1ml-unknown-applicator/cap-on/GB-VIA-AMB-1ML-WHT-T.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/vial/vial-1ml-unknown-applicator/cap-on/GB-VIA-AMB-1ML-WHT-T.png,GB-VIA-AMB-1ML-WHT-T__GB1mlAmbVialWht__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-SQR-CLR-15ML-SPR-SBLK,GBSqr15SpryBlkSh,Square,square-15ml-clear-13-415-finemist,15 ml Clear Square Fine Mist Spray Bottle,Fine Mist Sprayer,15,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/square/square-15ml-fine-mist-sprayer/cap-on/GB-SQR-CLR-15ML-SPR-SBLK.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/square/square-15ml-fine-mist-sprayer/cap-on/GB-SQR-CLR-15ML-SPR-SBLK.png,GB-SQR-CLR-15ML-SPR-SBLK__GBSqr15SpryBlkSh__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-TRD-CLR-9ML,GBTRDPClear,Teardrop,teardrop-9ml-clear-Ground-glassapplicator,9 ml Clear Teardrop Applicator Bottle,Glass Stopper,9,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/teardrop/teardrop-9ml-glass-stopper/cap-on/GB-TRD-CLR-9ML.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/teardrop/teardrop-9ml-glass-stopper/cap-on/GB-TRD-CLR-9ML.png,GB-TRD-CLR-9ML__GBTRDPClear__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-CIR-CLR-100ML-AST-GLD,GBCrcl100AnSpTslGl,Circle,circle-100ml-clear-18-415-antiquespray-tassel,100 ml Clear Circle Vintage Bulb Spray Bottle with Tassel,Vintage Bulb Sprayer with Tassel,100,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/circle/circle-100ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-CIR-CLR-100ML-AST-GLD.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/circle/circle-100ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-CIR-CLR-100ML-AST-GLD.png,GB-CIR-CLR-100ML-AST-GLD__GBCrcl100AnSpTslGl__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-SLM-CLR-100ML-AST-GLD,GBSlm100AnSpTslGl,Slim,slim-100ml-clear-18-415-antiquespray-tassel,100 ml Clear Slim Vintage Bulb Spray Bottle with Tassel,Vintage Bulb Sprayer with Tassel,100,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-100ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-SLM-CLR-100ML-AST-GLD.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-100ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-SLM-CLR-100ML-AST-GLD.png,GB-SLM-CLR-100ML-AST-GLD__GBSlm100AnSpTslGl__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-RCT-CLR-10ML-SPR-SGLD-01,GBRect10SpryGlSh,Rectangle,footed-rectangle-10ml-clear-13-415-finemist,10 ml Clear Footed Rectangle Fine Mist Spray Bottle,Fine Mist Sprayer,10,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/rectangle/rectangle-10ml-fine-mist-sprayer/cap-on/GB-RCT-CLR-10ML-SPR-SGLD-01.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/rectangle/rectangle-10ml-fine-mist-sprayer/cap-on/GB-RCT-CLR-10ML-SPR-SGLD-01.png,GB-RCT-CLR-10ML-SPR-SGLD-01__GBRect10SpryGlSh__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,CJ-JAR-AMB-30ML-SLV,CJAmb30SlCap,Cream Jar,cream-jar-30ml-mixed,Cream Jar 30 ml,,30,Amber,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/cream-jar/cream-jar-30ml-unknown-applicator/cap-on/CJ-JAR-AMB-30ML-SLV.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/cream-jar/cream-jar-30ml-unknown-applicator/cap-on/CJ-JAR-AMB-30ML-SLV.png,CJ-JAR-AMB-30ML-SLV__CJAmb30SlCap__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-APT-CLR-30ML-T,GB1ozApth,Apothecary,apothecary-30ml-clear-Ground-glassapplicator,30 ml Clear Apothecary Applicator Bottle,Glass Stopper,30,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/apothecary/apothecary-30ml-glass-stopper/cap-on/GB-APT-CLR-30ML-T.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/apothecary/apothecary-30ml-glass-stopper/cap-on/GB-APT-CLR-30ML-T.png,GB-APT-CLR-30ML-T__GB1ozApth__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-CYL-CLR-100ML-AST-IVGD,GBCyl100AnSpTslIvyGl,Cylinder,cylinder-100ml-clear-18-415-antiquespray-tassel,100 ml Clear Cylinder Vintage Bulb Spray Bottle with Tassel,Vintage Bulb Sprayer with Tassel,100,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/cylinder/cylinder-100ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-CYL-CLR-100ML-AST-IVGD.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/cylinder/cylinder-100ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-CYL-CLR-100ML-AST-IVGD.png,GB-CYL-CLR-100ML-AST-IVGD__GBCyl100AnSpTslIvyGl__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-DVA-CLR-100ML-AST-IVGD,GBDiva100AnSpTslIvyGl,Diva,diva-100ml-clear-18-415-antiquespray-tassel,100 ml Clear Diva Vintage Bulb Spray Bottle with Tassel,Vintage Bulb Sprayer with Tassel,100,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/diva/diva-100ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-DVA-CLR-100ML-AST-IVGD.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/diva/diva-100ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-DVA-CLR-100ML-AST-IVGD.png,GB-DVA-CLR-100ML-AST-IVGD__GBDiva100AnSpTslIvyGl__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-DMD-CLR-60ML-AST-IVGD,GBDmnd2ozAnSpTslIvyGl,Diamond,diamond-60ml-clear-18-415-antiquespray-tassel,60 ml Clear Diamond Vintage Bulb Spray Bottle with Tassel,Vintage Bulb Sprayer with Tassel,60,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/diamond/diamond-60ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-DMD-CLR-60ML-AST-IVGD.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/diamond/diamond-60ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-DMD-CLR-60ML-AST-IVGD.png,GB-DMD-CLR-60ML-AST-IVGD__GBDmnd2ozAnSpTslIvyGl__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-VIA-CLR-1ML-BLK-T,GB1mlVBlk,Vial,vial-1ml-clear-Plug,1 ml Clear Vial Bottle with Cap,,1,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/vial/vial-1ml-unknown-applicator/cap-on/GB-VIA-CLR-1ML-BLK-T.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/vial/vial-1ml-unknown-applicator/cap-on/GB-VIA-CLR-1ML-BLK-T.png,GB-VIA-CLR-1ML-BLK-T__GB1mlVBlk__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-SQR-CLR-15ML-SPR-SSLV,GBSqr15SprySlSh,Square,square-15ml-clear-13-415-finemist,15 ml Clear Square Fine Mist Spray Bottle,Fine Mist Sprayer,15,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/square/square-15ml-fine-mist-sprayer/cap-on/GB-SQR-CLR-15ML-SPR-SSLV.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/square/square-15ml-fine-mist-sprayer/cap-on/GB-SQR-CLR-15ML-SPR-SSLV.png,GB-SQR-CLR-15ML-SPR-SSLV__GBSqr15SprySlSh__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-TRD-GRN-9ML,GBTRDPGreen,Teardrop,teardrop-9ml-green-Ground-glassapplicator,9 ml Green Teardrop Applicator Bottle,Glass Stopper,9,Green,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/teardrop/teardrop-9ml-glass-stopper/cap-on/GB-TRD-GRN-9ML.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/teardrop/teardrop-9ml-glass-stopper/cap-on/GB-TRD-GRN-9ML.png,GB-TRD-GRN-9ML__GBTRDPGreen__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-RND-CLR-128ML-AST-IVSL,GBRnd128AnSpTslIvySl,Round,round-128ml-clear-18-415-antiquespray-tassel,128 ml Clear Round Vintage Bulb Spray Bottle with Tassel,Vintage Bulb Sprayer with Tassel,128,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/round/round-128ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-RND-CLR-128ML-AST-IVSL.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/round/round-128ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-RND-CLR-128ML-AST-IVSL.png,GB-RND-CLR-128ML-AST-IVSL__GBRnd128AnSpTslIvySl__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-EMP-CLR-100ML-AST-IVSL,GBEmp100AnSpTslIvySl,Empire,empire-100ml-clear-18-415-antiquespray-tassel,100 ml Clear Empire Vintage Bulb Spray Bottle with Tassel,Vintage Bulb Sprayer with Tassel,100,Clear,pipeline/madison-hero-sync/renders/_archive/pre-psd-reference-cleanup-2026-05-02/heroes-by-applicator/empire-100ml-vintage-bulb-sprayer-with-tassel/cap-off/GB-EMP-CLR-100ML-AST-IVSL.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/_archive/pre-psd-reference-cleanup-2026-05-02/heroes-by-applicator/empire-100ml-vintage-bulb-sprayer-with-tassel/cap-off/GB-EMP-CLR-100ML-AST-IVSL.png,GB-EMP-CLR-100ML-AST-IVSL__GBEmp100AnSpTslIvySl__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-CYL-CLR-10ML-ATM-LVN,GBAtom10Lv,Atomizer,atomizer-10ml,10 ml Atomizer Bottle,Atomizer,10,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/atomizer/atomizer-10ml-atomizer/cap-on/GB-CYL-CLR-10ML-ATM-LVN.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/atomizer/atomizer-10ml-atomizer/cap-on/GB-CYL-CLR-10ML-ATM-LVN.png,GB-CYL-CLR-10ML-ATM-LVN__GBAtom10Lv__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-FLR-CLR-15ML-ROL-BKDT,GBFlair15RollBlkDot,Flair,flair-15ml-clear-13-415-rollon,15 ml Clear Flair Roll-On Bottle,Plastic Roller Ball,15,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/flair/flair-15ml-plastic-roller-ball/cap-on/GB-FLR-CLR-15ML-ROL-BKDT.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/flair/flair-15ml-plastic-roller-ball/cap-on/GB-FLR-CLR-15ML-ROL-BKDT.png,GB-FLR-CLR-15ML-ROL-BKDT__GBFlair15RollBlkDot__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,AB-CYL-WHT-65ML-LPM-WHT,Alu65mlLotionPumpWhite,Aluminum Bottle,aluminum-bottle-65ml-mixed-20-410,65 ml Aluminum Bottle Bottle with Cap,Lotion Pump,65,White,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/aluminum-bottle/aluminum-bottle-65ml-unknown-applicator/cap-on/AB-CYL-WHT-65ML-LPM-WHT.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/aluminum-bottle/aluminum-bottle-65ml-unknown-applicator/cap-on/AB-CYL-WHT-65ML-LPM-WHT.png,AB-CYL-WHT-65ML-LPM-WHT__Alu65mlLotionPumpWhite__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-RND-CLR-128ML-AST-LVN,GBRnd128AnSpTslLvn,Round,round-128ml-clear-18-415-antiquespray-tassel,128 ml Clear Round Vintage Bulb Spray Bottle with Tassel,Vintage Bulb Sprayer with Tassel,128,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/round/round-128ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-RND-CLR-128ML-AST-LVN.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/round/round-128ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-RND-CLR-128ML-AST-LVN.png,GB-RND-CLR-128ML-AST-LVN__GBRnd128AnSpTslLvn__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-EMP-CLR-100ML-AST-LVN,GBEmp100AnSpTslLvn,Empire,empire-100ml-clear-18-415-antiquespray-tassel,100 ml Clear Empire Vintage Bulb Spray Bottle with Tassel,Vintage Bulb Sprayer with Tassel,100,Clear,pipeline/madison-hero-sync/renders/_archive/pre-psd-reference-cleanup-2026-05-02/heroes-by-applicator/empire-100ml-vintage-bulb-sprayer-with-tassel/cap-off/GB-EMP-CLR-100ML-AST-LVN.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/_archive/pre-psd-reference-cleanup-2026-05-02/heroes-by-applicator/empire-100ml-vintage-bulb-sprayer-with-tassel/cap-off/GB-EMP-CLR-100ML-AST-LVN.png,GB-EMP-CLR-100ML-AST-LVN__GBEmp100AnSpTslLvn__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-CYL-CLR-10ML-ATM-RED,GBAtom10Red,Atomizer,atomizer-10ml,10 ml Atomizer Bottle,Atomizer,10,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/atomizer/atomizer-10ml-atomizer/cap-on/GB-CYL-CLR-10ML-ATM-RED.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/atomizer/atomizer-10ml-atomizer/cap-on/GB-CYL-CLR-10ML-ATM-RED.png,GB-CYL-CLR-10ML-ATM-RED__GBAtom10Red__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-FLR-CLR-15ML-ROL-PKDT,GBFlair15RollPinkDot,Flair,flair-15ml-clear-13-415-rollon,15 ml Clear Flair Roll-On Bottle,Plastic Roller Ball,15,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/flair/flair-15ml-plastic-roller-ball/cap-on/GB-FLR-CLR-15ML-ROL-PKDT.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/flair/flair-15ml-plastic-roller-ball/cap-on/GB-FLR-CLR-15ML-ROL-PKDT.png,GB-FLR-CLR-15ML-ROL-PKDT__GBFlair15RollPinkDot__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-CYL-CLR-100ML-AST-MSLV,GBCyl100AnSpTslMtSl,Cylinder,cylinder-100ml-clear-18-415-antiquespray-tassel,100 ml Clear Cylinder Vintage Bulb Spray Bottle with Tassel,Vintage Bulb Sprayer with Tassel,100,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/cylinder/cylinder-100ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-CYL-CLR-100ML-AST-MSLV.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/cylinder/cylinder-100ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-CYL-CLR-100ML-AST-MSLV.png,GB-CYL-CLR-100ML-AST-MSLV__GBCyl100AnSpTslMtSl__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-DVA-CLR-100ML-AST-MSLV,GBDiva100AnSpTslMtSl,Diva,diva-100ml-clear-18-415-antiquespray-tassel,100 ml Clear Diva Vintage Bulb Spray Bottle with Tassel,Vintage Bulb Sprayer with Tassel,100,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/diva/diva-100ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-DVA-CLR-100ML-AST-MSLV.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/diva/diva-100ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-DVA-CLR-100ML-AST-MSLV.png,GB-DVA-CLR-100ML-AST-MSLV__GBDiva100AnSpTslMtSl__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-DMD-CLR-60ML-AST-MSLV,GBDmnd2ozAnSpTslMtSl,Diamond,diamond-60ml-clear-18-415-antiquespray-tassel,60 ml Clear Diamond Vintage Bulb Spray Bottle with Tassel,Vintage Bulb Sprayer with Tassel,60,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/diamond/diamond-60ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-DMD-CLR-60ML-AST-MSLV.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/diamond/diamond-60ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-DMD-CLR-60ML-AST-MSLV.png,GB-DMD-CLR-60ML-AST-MSLV__GBDmnd2ozAnSpTslMtSl__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-VIA-CLR-2ML-S-02,GBVAmb2WhtCap,Vial,vial-2ml-clear-8-425,2 ml Clear Vial Bottle with Cap,,2,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/vial/vial-2ml-unknown-applicator/cap-on/GB-VIA-CLR-2ML-S-02.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/vial/vial-2ml-unknown-applicator/cap-on/GB-VIA-CLR-2ML-S-02.png,GB-VIA-CLR-2ML-S-02__GBVAmb2WhtCap__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-SQR-CLR-15ML-ROL-SBLK,GBSqr15RollBlkSh,Square,square-15ml-clear-13-415-rollon,15 ml Clear Square Roll-On Bottle,Plastic Roller Ball,15,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/square/square-15ml-plastic-roller-ball/cap-on/GB-SQR-CLR-15ML-ROL-SBLK.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/square/square-15ml-plastic-roller-ball/cap-on/GB-SQR-CLR-15ML-ROL-SBLK.png,GB-SQR-CLR-15ML-ROL-SBLK__GBSqr15RollBlkSh__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-CIR-CLR-100ML-AST-PNK,GBCrcl100AnSpTslPnk,Circle,circle-100ml-clear-18-415-antiquespray-tassel,100 ml Clear Circle Vintage Bulb Spray Bottle with Tassel,Vintage Bulb Sprayer with Tassel,100,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/circle/circle-100ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-CIR-CLR-100ML-AST-PNK.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/circle/circle-100ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-CIR-CLR-100ML-AST-PNK.png,GB-CIR-CLR-100ML-AST-PNK__GBCrcl100AnSpTslPnk__pdp-main__v001.png
cycle-01,1,grid-card-2000x2200,cap-on,GB-SLM-CLR-100ML-AST-PNK,GBSlm100AnSpTslPnk,Slim,slim-100ml-clear-18-415-antiquespray-tassel,100 ml Clear Slim Vintage Bulb Spray Bottle with Tassel,Vintage Bulb Sprayer with Tassel,100,Clear,pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-100ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-SLM-CLR-100ML-AST-PNK.png,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-100ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-SLM-CLR-100ML-AST-PNK.png,GB-SLM-CLR-100ML-AST-PNK__GBSlm100AnSpTslPnk__pdp-main__v001.png
